station_no	station_name
3106	홍남교 두바퀴쉼터
3107	연희초등학교 앞
3109	북한산더샵 106동 앞
3110	홍은 현대아이파크 아파트 202동 앞
3111	무악재역 4번 출구
3113	독립문역사거리
3114	충정로역 3번 출구
3115	북아현 치안센터 인근
3116	신촌역 4번출구
3117	이화여대 인문관 인근
3119	연희 브라운스톤 아파트 앞
3120	DMC엘가아파트 앞
3121	가좌삼거리
3122	북가좌삼거리2
3123	DMC파크뷰자이1단지 110동 앞
3124	DMC센트럴아이파크아파트
3125	연희파크푸르지오아파트 앞
3126	남가좌동 제2공영주차장
3127	홍은2파출소 옆
3128	동신병원 맞은편
3129	DMC래미안e편한세상203동옆
3130	가재울사거리
3131	연가교 교차로
3132	홍제교
3133	핀란드 타워앞
3134	SK리쳄블(상수도사업본부)
3201	당산skv1센터
3202	당산롯데캐슬프레스티지
3203	도림동배드민턴체육관
3204	도림고가도로 밑
3205	문래중학교
3206	문래동 주민센터
3207	양남사거리 교통섬
3211	신길 래미안 프레비뉴
3212	신풍역 6번출구
3214	영등포 푸르지오
3215	강변삼성래미안
3219	영등포역 2번출구
3220	래미안에스티움 앞 (신풍로)
3221	서울특별시 남부교육지원청
3306	서울신우초등학교
3307	봉천고개 육교
3310	영락고등학교
3311	서울대입구역 4번 출구
3401	창신두산아파트
3402	이화공영주차장
3403	서울특별시 교육청
3404	서울특별시 중부교육지원청
3405	파크팰리스
3406	세종로공원
3407	안국동사거리(신)
3408	종로타워빌딩
3410	종로3가역 8번출구
3411	종묘
3412	세운상가
3413	종로플레이스
3414	종로5가역 4번출구
3415	동대문역6번출구
3416	동묘앞역 6번출구
3417	창신3동주민센터
3418	창신역2번 출구
3419	국립어린이과학관
3420	성균관대입구사거리(맥도날드)
3421	혜화역 1번출구
3422	성균관대 정문
3423	현대그룹(본사)
3425	광화문 풍림스페이스본 1단지앞
3426	독립문역 2번출구 뒤
3427	인왕산 아이파크 정문
3428	서울미술관
3429	AW컨벤션앞
3430	구기치안센터 앞
3431	로제우스 레포츠센터
3432	종로2가 사거리
3500	군자역2번출구
3501	광진구청 앞
3502	중곡역 1번출구
3503	광진유진스웰
3504	원일교회
3505	신양초교앞 교차로
3506	영동대교 북단
3507	어린이회관
3508	화양사거리
3509	세종사이버대학교
3510	중곡SK아파트앞
3511	응봉역 1번출구
3513	상왕십리역 1번출구
3514	왕십리교회옆
3515	서울숲 관리사무소
3516	구의아리수정수센터앞
3517	용마사거리
3518	군자역 7번출구뒤
3520	광진경찰서
3521	현대홈타운 뒷길
3523	건국대학교 과학관(이과대) 앞
3524	세종대학교
3525	금호스포츠센터앞
3527	왕십리 자이아파트
3528	광진정보도서관
3529	어린이대공원정문
3530	왕십리자이아파트 후문(삼거리)
3531	논골사거리(금호도서관 입구)
3532	왕십리KCC스위첸아파트
3533	건대입구역 사거리(롯데백화점)
3534	건대입구역 5번출구 뒤
3535	중곡사거리(국민은행)
3536	중앙농협(자양동)
3537	아차산 휴먼시아 아파트 옆
3538	서울숲 IT캐슬
3539	서원마을
3541	커먼그라운드
3542	래미안 구의파크 스위트
3543	세종대학교(학술정보원)
3544	한양대역 3번 출구
3545	한양대역 1번출구
3547	상왕십리역 6번 출입구
3548	뚝섬역 6번출구
3549	건영아파트 앞
3550	금호나들목
3551	성동도로사업소
3552	서울숲 공영주차장앞
3553	마장역3번출구
3555	양지사거리(센트라스APT 115동앞)
3556	신금호파크자이APT앞
3557	서울숲리버뷰자이APT105동 앞
3558	마장동 금호어울림APT앞
3559	성동구민종합체육센터 앞
3560	성동구 견인차량 보관소 앞
3561	행당동 삼부APT후문
3563	구의7단지현대아파트
3564	나루마당
3566	우성4차아파트
3569	건대병원후문
3570	구의역 리버비스타 오피스텔
3571	화양 APT(횡단보도 옆)
3573	광나루안전체험관
3575	자양사거리 (LG 유플러스)
3578	중곡동 파크웨이빌딩
3579	광진 캠퍼스시티
3581	광진광장
3582	화양동 우체국
3586	군자역 비채온 오피스텔
3587	우성식품 앞
3588	세종대학교(영실관)
3600	사근빗물펌프장 건너편
3602	한국지역난방공사강남지사
3652	한영외국어고등학교
3655	둔촌신성미소지움아파트
3703	신성교회 앞
3707	드래곤타워 앞
3711	월계2교 교차로
3714	송천센트레빌
3753	공항중학교 버스정류장
3756	마곡힐스테이트 정문
3760	발산역 8번 출구
3761	나이아가라관광호텔
3763	등촌태영아파트
3765	문소빌딩
3766	강서문화센터
3767	대원빌딩
3769	가양동 이마트 앞
3772	길성그랑프리텔아파트
3775	가양오토갤러리
3776	김포공항교차로
3778	김포공항입구 교차로
3779	유광시여성병원
3780	등촌서광아파트
3781	강서아동복지센터
3782	겸재정선미술관
3784	벽산아파트
3786	강서힐스테이트 상가 앞
3787	가양나들목
3788	정곡나들목
3789	염창나들목
3792	화곡본동시장 입구
3794	안양천합수부(현대3차아파트)
3795	공항신성빌딩 앞
3796	송정역 3번출구 앞
3797	마곡수명산파크7단지 710동 앞
3798	그랜드아이파크아파트 앞
3802	관악구민체육센터
3853	어린이대공원역 2번출구
3863	동일로58길 입구
3864	광진소방서 앞
3865	이튼타워리버 2차
3873	동서울우편집중국 앞
3878	장로회신학대학교 주기철 기념관
3902	항동지구5단지 501동 앞
3903	현대아파트 앞
3904	테크노마트 앞
3905	희훈타워빌 앞
3906	천왕차량사업소 입구
4076	진영상운 앞 중랑천 변
4102	휘경1동주민센터 앞
4103	휘경sk뷰아파트 앞
4104	외대앞역 교차로
4105	하나은행 장안동지점앞
4107	장안동근린공원 입구
4108	답십리파크자이아파트 앞
4110	용두롯데캐슬리치아파트 앞
4112	신이문빗물펌프장 옆
4113	한국국방연구원 앞
4114	휘경여중고삼거리
4116	이문e편한세상아파트 앞
4117	휘경119안전센터 앞
4121	서울문화재단 앞
4122	청계9가교차로 앞
4123	배봉초교 교차로
4202	프런트원(공덕역4번출구 앞)
4205	디지털미디어씨티역2번출구
4206	광흥창역5번출구
4207	아만티호텔 앞
4208	스타벅스(동교동) 앞
4210	가좌행복주택 앞
4211	시석빌딩 앞
4212	한화오벨리스크 앞
4213	마포구중앙도서관 정문 앞
4214	JTBC 앞
4253	홍은도담도서관
4319	삼성전자R&D어린이집 뒤
4353	코오롱디지털타워 3차앞
4360	르노삼성자동차 성수사업소 앞
4362	행당중학교 후문
4403	하월곡동 광명비전교회 앞
4556	리버뷰신안인스빌1차 후문
4557	리버뷰신안인스빌2차 후문
4602	숙명여대앞 버스정류소 주변
4604	원효로다목적체육관 앞
4605	노들섬 다목적홀(동쪽) 숲, 앞
4607	국립중앙박물관 -용산가족공원 앞
4608	국립중앙박물관 정문 앞
4609	파크타워 104동 앞
4610	한남나인원 105동 앞
4611	국제루터교회 앞
4612	한남 준 JFSS 앞
4613	서울갤러리아 앞
4615	크라운호텔앞 버스정류소
4616	신용산지하차도 앞
4617	동원베네스트 건너편
4618	풍전아파트 건너편
4619	한강트럼프월드3차 앞
4620	삼각지역 14번 출구 앞(교통섬)
4622	한강중학교 앞 버스정류장
4623	라인프랜즈이태원점 앞
4625	용산공원갤러리앞
4627	효창공원앞역 5번출구 옆
4629	한강초교보도육교 앞
4652	신사두산위브2차아파트 앞
4653	LG 베스트샵 앞
4654	OK부동산 앞
4702	평창동 꽃여울(꽃집),스타벅스 앞
4703	쌍용아파트2단지 정문
4704	쌍용아파트2단지 상가앞
4705	웰니스센터(민방위교육장 앞)
4707	청계3가 사거리
4708	조계사앞사거리(파리바케트앞)
4710	자교교회 앞
4711	올림픽기념 국민생활관 로터리
4753	우리은행 서소문금융센터
4761	탐앤탐스 을지로3가점
4762	국제빌딩
4772	중앙일보
4774	을지로입구역 8번출구
4775	을지로지하쇼핑센터
4776	신세계면세점
4778	대신파이낸스센터
4779	태극당
4784	중부경찰서앞 사거리
4785	롯데시티호텔
4791	명동역9번 출구
9980	에이텍
9997	강남센터
9999	상담센터
